Ident,Grade,Salary,Job Fxn Group,F1,F2,F3,F4,F5,F6,F7,F8,F9,Level Descr,L1,L2,L3,L4,L5,L6,L7,L8,Gender,Reten,Ethnic Group,Minority,P2,P1,Yrs of Service,Service Cat,S1,S2,S3,S4,EE Age,Age Cat,Yrs in Job,LevDescN,ServCatN,PerfN
591996,011,109000,IT,0,0,0,0,0,1,0,0,0,Manager,0,0,0,1,0,0,0,0,1,0,TWO,1,1,0,15.6,10+,0,0,0,1,43,1,15.58333333,5,5,2
592030,013,130135,HR,0,0,1,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,0,WHITE,0,0,0,16.4,10+,0,0,0,1,48,1,6.25,7,5,1
592074,013,117887,Mktg,0,0,0,0,0,0,0,1,0,Director,0,0,0,0,0,1,0,0,0,0,ASIAN,1,0,0,2.4,0 up to 3,0,0,0,0,32,0,2.416666667,7,1,1
592089,014,156500,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,BLACK,1,0,0,2.3,0 up to 3,0,0,0,0,37,0,2.25,8,1,1
592130,007,50336,SuppChain,0,0,0,1,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,12.7,10+,0,0,0,1,37,0,3.333333333,1,5,1
592138,014,150000,R&I,0,0,0,0,0,0,1,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,WHITE,0,1,0,9.0,8 up to 10,0,0,1,0,34,0,0.583333333,8,4,2
592149,011,77478,IT,0,0,0,0,0,1,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,0,0,12.7,10+,0,0,0,1,58,1,4.833333333,5,5,1
592150,015,212000,Mfg,0,0,0,0,0,0,0,0,0,Vice President,0,0,0,0,0,0,0,1,0,1,WHITE,0,1,0,12.7,10+,0,0,0,1,36,0,1.333333333,9,5,2
592154,014,168100,R&I,0,0,0,0,0,0,1,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,WHITE,0,1,0,12.7,10+,0,0,0,1,35,0,1.25,8,5,2
592162,013,114825,Mktg,0,0,0,0,0,0,0,1,0,Director,0,0,0,0,0,1,0,0,0,1,BLACK,1,1,0,12.7,10+,0,0,0,1,42,1,5.25,7,5,2
592169,015,240000,IT,0,0,0,0,0,1,0,0,0,Vice President,0,0,0,0,0,0,0,1,1,1,WHITE,0,1,0,12.7,10+,0,0,0,1,47,1,2.916666667,9,5,2
592197,013,108701,SuppChain,0,0,0,1,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,0,ASIAN,1,0,0,12.7,10+,0,0,0,1,35,0,6.25,7,5,1
592214,008,51824,HR,0,0,1,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,BLACK,1,0,0,12.7,10+,0,0,0,1,46,1,8.25,1,5,1
592215,013,114825,Fin & Acct,0,0,0,0,1,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,WHITE,0,0,0,12.7,10+,0,0,0,1,49,1,3.083333333,7,5,1
592224,015,221000,Mktg,0,0,0,0,0,0,0,1,0,Vice President,0,0,0,0,0,0,0,1,0,1,ASIAN,1,1,0,4.3,3 up to 5,1,0,0,0,40,0,4.333333333,9,2,2
592229,015,217300,Fin & Acct,0,0,0,0,1,0,0,0,0,Vice President,0,0,0,0,0,0,0,1,1,1,BLACK,1,0,0,12.7,10+,0,0,0,1,56,1,12.66666667,9,5,1
592230,014,171350,Fin & Acct,0,0,0,0,1,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,0,WHITE,0,0,0,12.7,10+,0,0,0,1,50,1,9.25,8,5,1
592249,014,171500,Sales Sup,0,1,0,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,WHITE,0,0,0,11.7,10+,0,0,0,1,39,0,1.166666667,8,5,1
592255,010,91560,Gen Admin,1,0,0,0,0,0,0,0,0,Assistant Manager,0,0,1,0,0,0,0,0,0,0,WHITE,0,1,0,12.7,10+,0,0,0,1,45,1,0.75,4,5,2
592275,008,73312,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,BLACK,1,1,0,12.7,10+,0,0,0,1,50,1,1.25,1,5,2
592280,012,101736,Mktg,0,0,0,0,0,0,0,1,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,WHITE,0,0,0,12.6,10+,0,0,0,1,59,1,12.58333333,6,5,1
592288,015,216000,Mktg,0,0,0,0,0,0,0,1,0,Vice President,0,0,0,0,0,0,0,1,1,1,ASIAN,1,1,0,12.7,10+,0,0,0,1,34,0,2.5,9,5,2
592313,008,45504,SuppChain,0,0,0,1,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,HISPA,1,1,0,12.6,10+,0,0,0,1,37,0,2.25,1,5,2
592317,015,305000,Mfg,0,0,0,0,0,0,0,0,0,Vice President,0,0,0,0,0,0,0,1,1,1,WHITE,0,1,0,12.6,10+,0,0,0,1,47,1,1.25,9,5,2
592323,010,75864,Mfg,0,0,0,0,0,0,0,0,0,Professional,1,0,0,0,0,0,0,0,0,1,WHITE,0,0,0,12.6,10+,0,0,0,1,42,1,1,2,5,1
592330,011,78525,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,0,0,12.6,10+,0,0,0,1,39,0,1,5,5,1
592332,014,168250,Mfg,0,0,0,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,ASIAN,1,1,0,12.6,10+,0,0,0,1,34,0,0.583333333,8,5,2
592385,014,160500,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,0,WHITE,0,0,0,12.6,10+,0,0,0,1,42,1,10.25,8,5,1
592403,012,77872,Mktg,0,0,0,0,0,0,0,1,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,WHITE,0,0,0,12.5,10+,0,0,0,1,48,1,10.25,6,5,1
592404,015,200000,HR,0,0,1,0,0,0,0,0,0,Vice President,0,0,0,0,0,0,0,1,0,1,WHITE,0,0,0,12.5,10+,0,0,0,1,35,0,0.75,9,5,1
592415,013,134728,SuppChain,0,0,0,1,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,1,WHITE,0,1,0,12.1,10+,0,0,0,1,35,0,3.416666667,7,5,2
592416,013,119418,Mktg,0,0,0,0,0,0,0,1,0,Director,0,0,0,0,0,1,0,0,0,0,TWO,1,1,0,8.0,8 up to 10,0,0,1,0,46,1,1.75,7,4,2
592425,015,274000,Digital,0,0,0,0,0,0,0,0,1,Vice President,0,0,0,0,0,0,0,1,0,1,WHITE,0,0,0,12.5,10+,0,0,0,1,39,0,1.5,9,5,1
592442,013,143914,IT,0,0,0,0,0,1,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,WHITE,0,0,0,12.5,10+,0,0,0,1,53,1,7.25,7,5,1
592448,008,62568,Gen Admin,1,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,1,ASIAN,1,1,0,12.5,10+,0,0,0,1,54,1,0.666666667,1,5,2
592528,013,117887,HR,0,0,1,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,0,BLACK,1,0,0,12.4,10+,0,0,0,1,50,1,7.25,7,5,1
592544,013,82674,HR,0,0,1,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,12.4,10+,0,0,0,1,40,0,2.25,7,5,2
592548,013,117887,R&I,0,0,0,0,0,0,1,0,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,0,0,12.4,10+,0,0,0,1,37,0,2.25,7,5,1
592552,012,113040,R&I,0,0,0,0,0,0,1,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,HISPA,1,0,0,12.4,10+,0,0,0,1,49,1,5.25,6,5,1
592574,010,70632,Fin & Acct,0,0,0,0,1,0,0,0,0,Professional,1,0,0,0,0,0,0,0,0,0,ASIAN,1,0,0,12.4,10+,0,0,0,1,47,1,10.5,2,5,1
592596,011,78525,R&I,0,0,0,0,0,0,1,0,0,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,0,0,12.4,10+,0,0,0,1,38,0,0.333333333,5,5,1
592621,011,85854,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,12.3,10+,0,0,0,1,48,1,4.833333333,5,5,2
592646,013,127073,R&I,0,0,0,0,0,0,1,0,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,12.3,10+,0,0,0,1,47,1,3.25,7,5,2
592701,011,72243,R&I,0,0,0,0,0,0,1,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,12.3,10+,0,0,0,1,54,1,4.25,5,5,2
592703,012,97968,R&I,0,0,0,0,0,0,1,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,WHITE,0,1,0,12.3,10+,0,0,0,1,43,1,7.25,6,5,2
592718,009,62522,SuppChain,0,0,0,1,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,HISPA,1,1,0,12.3,10+,0,0,0,1,37,0,1,1,5,2
592729,015,232000,IT,0,0,0,0,0,1,0,0,0,Vice President,0,0,0,0,0,0,0,1,1,1,ASIAN,1,0,0,12.3,10+,0,0,0,1,45,1,0.916666667,9,5,1
592798,013,139321,IT,0,0,0,0,0,1,0,0,0,Director,0,0,0,0,0,1,0,0,1,1,WHITE,0,0,1,12.3,10+,0,0,0,1,49,1,9.25,7,5,3
592825,011,87948,R&I,0,0,0,0,0,0,1,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,1,0,12.2,10+,0,0,0,1,38,0,3.25,5,5,2
592910,013,127073,R&I,0,0,0,0,0,0,1,0,0,Director,0,0,0,0,0,1,0,0,1,1,WHITE,0,0,0,12.2,10+,0,0,0,1,43,1,0.5,7,5,1
592922,007,49608,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,1,0,12.0,10+,0,0,0,1,55,1,0.166666667,1,5,2
592930,010,76736,Digital,0,0,0,0,0,0,0,0,1,Assistant Manager,0,0,1,0,0,0,0,0,0,0,BLACK,1,0,0,12.1,10+,0,0,0,1,47,1,0.666666667,4,5,1
592940,010,66272,SuppChain,0,0,0,1,0,0,0,0,0,Professional,1,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,12.1,10+,0,0,0,1,36,0,0.416666667,2,5,1
592941,008,52456,SuppChain,0,0,0,1,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,BLACK,1,0,0,12.1,10+,0,0,0,1,52,1,12.08333333,1,5,1
592943,013,125542,Mfg,0,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,1,TWO,1,0,0,12.2,10+,0,0,0,1,46,1,8.916666667,7,5,1
592947,012,109272,Mktg,0,0,0,0,0,0,0,1,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,WHITE,0,1,0,12.2,10+,0,0,0,1,35,0,3.833333333,6,5,2
592983,007,43700,R&I,0,0,0,0,0,0,1,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,12.1,10+,0,0,0,1,47,1,1.25,1,5,1
592992,014,172450,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,HISPA,1,0,1,11.8,10+,0,0,0,1,33,0,1.666666667,8,5,3
593051,015,245000,HR,0,0,1,0,0,0,0,0,0,Vice President,0,0,0,0,0,0,0,1,0,1,WHITE,0,1,0,12.0,10+,0,0,0,1,43,1,5.083333333,9,5,2
593053,013,128604,R&I,0,0,0,0,0,0,1,0,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,12.0,10+,0,0,0,1,39,0,1.5,7,5,2
593106,011,75384,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,12.0,10+,0,0,0,1,36,0,0.583333333,5,5,2
593115,014,160000,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,BLACK,1,0,0,12.0,10+,0,0,0,1,34,0,1.083333333,8,5,1
593126,009,53798,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,ASIAN,1,1,0,11.9,10+,0,0,0,1,36,0,2.25,1,5,2
593127,014,192750,Sales Sup,0,1,0,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,0,WHITE,0,1,0,11.9,10+,0,0,0,1,48,1,7.25,8,5,2
593146,013,125542,HR,0,0,1,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,ASIAN,1,1,0,11.9,10+,0,0,0,1,40,0,2.25,7,5,2
593159,013,122480,Mfg,0,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,WHITE,0,0,0,11.9,10+,0,0,0,1,61,1,9.833333333,7,5,1
593174,014,171700,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,WHITE,0,0,0,11.9,10+,0,0,0,1,36,0,4.833333333,8,5,1
593183,008,49928,Gen Admin,1,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,1,WHITE,0,1,0,11.5,10+,0,0,0,1,38,0,5.916666667,1,5,2
593184,007,42550,Gen Admin,1,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,11.5,10+,0,0,0,1,63,1,8,1,5,1
593191,014,137300,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,0,WHITE,0,1,0,11.9,10+,0,0,0,1,50,1,5.25,8,5,2
593199,011,69102,Sales Sup,0,1,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,HISPA,1,0,0,11.9,10+,0,0,0,1,38,0,1.416666667,5,5,1
593250,013,137790,Mfg,0,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,10.7,10+,0,0,0,1,32,0,0.166666667,7,5,2
593260,014,183350,HR,0,0,1,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,0,WHITE,0,1,0,11.8,10+,0,0,0,1,55,1,4.583333333,8,5,2
593305,011,96324,R&I,0,0,0,0,0,0,1,0,0,Manager,0,0,0,1,0,0,0,0,1,0,WHITE,0,0,0,11.8,10+,0,0,0,1,55,1,3.75,5,5,1
593307,013,120949,IT,0,0,0,0,0,1,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,WHITE,0,0,0,11.8,10+,0,0,0,1,47,1,5.25,7,5,1
593343,013,110232,Sales Sup,0,1,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,0,HISPA,1,0,0,11.5,10+,0,0,0,1,34,0,0.25,7,5,1
593361,013,122480,Mfg,0,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,1,ASIAN,1,0,0,10.6,10+,0,0,0,1,32,0,0.75,7,5,1
593362,014,163800,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,ASIAN,1,0,0,10.6,10+,0,0,0,1,32,0,2.25,8,5,1
593374,012,119320,Gen Admin,1,0,0,0,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,1,ASIAN,1,1,0,11.8,10+,0,0,0,1,50,1,0.25,6,5,2
593426,015,206000,Mktg,0,0,0,0,0,0,0,1,0,Vice President,0,0,0,0,0,0,0,1,0,1,WHITE,0,1,0,11.8,10+,0,0,0,1,46,1,4.25,9,5,2
593427,012,116808,IT,0,0,0,0,0,1,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,1,1,WHITE,0,0,1,11.8,10+,0,0,0,1,41,1,0.916666667,6,5,3
593460,011,88995,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,1,WHITE,0,1,0,11.8,10+,0,0,0,1,35,0,4.5,5,5,2
593508,011,96324,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,11.8,10+,0,0,0,1,33,0,0.583333333,5,5,2
593510,013,122480,IT,0,0,0,0,0,1,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,ASIAN,1,1,0,11.8,10+,0,0,0,1,46,1,4.25,7,5,2
593512,013,110232,Sales Sup,0,1,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,1,ASIAN,1,0,0,11.8,10+,0,0,0,1,33,0,1,7,5,1
593516,014,196100,Mfg,0,0,0,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,WHITE,0,1,0,11.8,10+,0,0,0,1,42,1,1.583333333,8,5,2
593523,009,59614,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,HISPA,1,0,0,11.8,10+,0,0,0,1,37,0,4.5,1,5,1
593568,013,125542,Mfg,0,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,1,WHITE,0,0,0,11.7,10+,0,0,0,1,35,0,2.5,7,5,1
593573,014,169500,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,0,WHITE,0,1,0,11.7,10+,0,0,0,1,50,1,4.75,8,5,2
593574,013,116356,SuppChain,0,0,0,1,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,11.7,10+,0,0,0,1,47,1,2.75,7,5,2
593579,013,128604,R&I,0,0,0,0,0,0,1,0,0,Director,0,0,0,0,0,1,0,0,1,1,ASIAN,1,0,0,11.8,10+,0,0,0,1,54,1,2.25,7,5,1
593594,009,75250,Mfg,0,0,0,0,0,0,0,0,0,Supervisor,0,1,0,0,0,0,0,0,0,0,WHITE,0,1,0,11.7,10+,0,0,0,1,43,1,2.916666667,3,5,2
593620,013,150038,Mfg,0,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,1,WHITE,0,1,0,11.7,10+,0,0,0,1,35,0,1.5,7,5,2
593626,014,187500,HR,0,0,1,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,0,ASIAN,1,0,0,11.7,10+,0,0,0,1,33,0,1.166666667,8,5,1
593677,013,139321,IT,0,0,0,0,0,1,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,WHITE,0,0,0,11.6,10+,0,0,0,1,57,1,0.416666667,7,5,1
593707,011,81666,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,1,WHITE,0,1,0,11.6,10+,0,0,0,1,34,0,0,5,5,2
593713,012,106760,Mfg,0,0,0,0,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,HISPA,1,0,0,11.6,10+,0,0,0,1,34,0,2.333333333,6,5,1
593728,013,127073,Digital,0,0,0,0,0,0,0,0,1,Director,0,0,0,0,0,1,0,0,0,0,WHITE,0,0,0,11.6,10+,0,0,0,1,41,1,1.25,7,5,1
593739,014,157600,Fin & Acct,0,0,0,0,1,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,0,BLACK,1,0,0,11.5,10+,0,0,0,1,41,1,2.5,8,5,1
593741,009,73350,SuppChain,0,0,0,1,0,0,0,0,0,Supervisor,0,1,0,0,0,0,0,0,1,0,WHITE,0,1,0,11.6,10+,0,0,0,1,53,1,4.5,3,5,2
593743,008,61304,Gen Admin,1,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,HISPA,1,0,0,11.5,10+,0,0,0,1,45,1,2.25,1,5,1
593750,014,138900,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,0,WHITE,0,0,0,11.6,10+,0,0,0,1,45,1,2.25,8,5,1
593784,012,94500,SuppChain,0,0,0,1,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,WHITE,0,0,0,11.5,10+,0,0,0,1,37,0,0.666666667,6,5,1
593825,013,104108,Sales Sup,0,1,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,0,WHITE,0,1,0,11.4,10+,0,0,0,1,46,1,7.25,7,5,2
593858,012,108016,Digital,0,0,0,0,0,0,0,0,1,Senior Manager,0,0,0,0,1,0,0,0,0,1,ASIAN,1,1,0,11.4,10+,0,0,0,1,39,0,0.166666667,6,5,2
593877,012,109272,R&I,0,0,0,0,0,0,1,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,TWO,1,0,0,11.4,10+,0,0,0,1,46,1,9.75,6,5,1
593889,007,54625,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,HISPA,1,1,0,10.7,10+,0,0,0,1,39,0,2.75,1,5,2
593903,014,201100,R&I,0,0,0,0,0,0,1,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,ASIAN,1,0,1,11.4,10+,0,0,0,1,48,1,11.41666667,8,5,3
593926,012,119320,R&I,0,0,0,0,0,0,1,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,ASIAN,1,0,0,11.3,10+,0,0,0,1,65,1,4.25,6,5,1
593939,011,84700,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,0,HISPA,1,0,0,11.3,10+,0,0,0,1,41,1,2.833333333,5,5,1
593947,014,175450,Mfg,0,0,0,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,BLACK,1,1,0,10.5,10+,0,0,0,1,37,0,3,8,5,2
593952,014,171800,Mfg,0,0,0,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,WHITE,0,0,1,11.3,10+,0,0,0,1,34,0,1.583333333,8,5,3
593992,011,83760,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,0,0,11.3,10+,0,0,0,1,44,1,1.25,5,5,1
594025,013,88798,HR,0,0,1,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,0,WHITE,0,0,0,11.3,10+,0,0,0,1,35,0,3.333333333,7,5,1
594030,007,49504,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,WHITE,0,0,0,11.3,10+,0,0,0,1,43,1,8.166666667,1,5,1
594064,014,155500,Sales Sup,0,1,0,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,WHITE,0,0,0,2.2,0 up to 3,0,0,0,0,40,0,1,8,1,1
594070,014,173500,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,WHITE,0,1,0,9.2,8 up to 10,0,0,1,0,33,0,2.583333333,8,4,2
594074,011,90042,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,0,0,9.3,8 up to 10,0,0,1,0,39,0,0.166666667,5,4,1
594075,014,181300,Mfg,0,0,0,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,WHITE,0,0,0,11.2,10+,0,0,0,1,35,0,2.5,8,5,1
594091,015,233850,Mktg,0,0,0,0,0,0,0,1,0,Vice President,0,0,0,0,0,0,0,1,0,1,WHITE,0,1,0,6.8,5 up to 8,0,1,0,0,35,0,1.916666667,9,3,2
594100,014,166150,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,WHITE,0,1,0,10.6,10+,0,0,0,1,33,0,4.166666667,8,5,2
594109,014,191900,SuppChain,0,0,0,1,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,0,WHITE,0,0,0,11.2,10+,0,0,0,1,47,1,9.833333333,8,5,1
594110,015,280900,Mfg,0,0,0,0,0,0,0,0,0,Vice President,0,0,0,0,0,0,0,1,1,1,WHITE,0,0,0,15.6,10+,0,0,0,1,43,1,2,9,5,1
594118,013,128604,Mfg,0,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,1,WHITE,0,1,0,11.2,10+,0,0,0,1,36,0,1.25,7,5,2
594130,011,82713,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,11.2,10+,0,0,0,1,37,0,3.833333333,5,5,2
594166,011,114123,IT,0,0,0,0,0,1,0,0,0,Manager,0,0,0,1,0,0,0,0,1,0,ASIAN,1,0,0,11.1,10+,0,0,0,1,43,1,8.25,5,5,1
594170,011,96324,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,1,ASIAN,1,1,0,11.1,10+,0,0,0,1,45,1,7.25,5,5,2
594178,008,58776,Gen Admin,1,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,11.1,10+,0,0,0,1,45,1,6.583333333,1,5,1
594180,011,81666,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,0,0,11.1,10+,0,0,0,1,47,1,5.75,5,5,1
594204,008,47400,R&I,0,0,0,0,0,0,1,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,BLACK,1,0,1,11.1,10+,0,0,0,1,44,1,0.25,1,5,3
594206,011,69102,Sales Sup,0,1,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,0,0,11.1,10+,0,0,0,1,42,1,6.25,5,5,1
594216,015,225000,Mktg,0,0,0,0,0,0,0,1,0,Vice President,0,0,0,0,0,0,0,1,0,1,WHITE,0,0,1,11.1,10+,0,0,0,1,34,0,1.083333333,9,5,3
594222,014,233600,HR,0,0,1,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,0,WHITE,0,1,0,11.1,10+,0,0,0,1,47,1,3.25,8,5,2
594227,009,62522,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,HISPA,1,0,0,11.0,10+,0,0,0,1,48,1,3.833333333,1,5,1
594234,011,81666,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,0,0,11.0,10+,0,0,0,1,41,1,8.25,5,5,1
594275,013,119418,HR,0,0,1,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,11.0,10+,0,0,0,1,35,0,4.25,7,5,2
594285,008,53720,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,WHITE,0,0,0,11.0,10+,0,0,0,1,44,1,0.833333333,1,5,1
594290,011,86901,R&I,0,0,0,0,0,0,1,0,0,Manager,0,0,0,1,0,0,0,0,0,1,BLACK,1,1,0,10.9,10+,0,0,0,1,35,0,3.25,5,5,2
594333,014,172000,Fin & Acct,0,0,0,0,1,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,ASIAN,1,1,0,10.9,10+,0,0,0,1,44,1,4,8,5,2
594343,014,157100,Sales Sup,0,1,0,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,WHITE,0,1,0,10.9,10+,0,0,0,1,43,1,4.25,8,5,2
594371,012,95456,Mfg,0,0,0,0,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,WHITE,0,1,0,10.9,10+,0,0,0,1,44,1,7.25,6,5,2
